sample_filename,DATE,TIME,Time__mSec,PIF,Lon,Lat,GPS_stat,LEDSel,PAR,Light_2,Light_3,Light_4,Light_5,Light_6,ChiSq,Fo,Fm,Fv,FqFm,Fv/Fo,Sig,p,fmPQ,PQP_Size,Alp1QA,Tau1QA,Alp2QA,Tau2QA,Alp3QA,Tau3QA,Cx,TauQx,Alp1PQ,Tau1PQ,Alp2PQ,Tau2PQ,Alp3PQ,Tau3PQ,ETR,Alpha,Ek,Pmax,carQ,carQt,p680Q,p680Qt,S/N_RAT,fQB,PAR_3,PAR_4,PAR_5,PAR_6,TPQ_PSI,QBP_Size,sample_id,site,colony,habitat
C:\LIFT\DATA\Chiara Oct 2022\8_data.csv,2022/10/23,14:42:09,1666496529491,896.70,0.0000,0.0000,NO DATA,'01000,25.00,0.00,0.00,0.00,0.00,0.00,1.882,321.033,411.926,90.893,0.2207,0.2831,132.12,0.2000,0.000,6.075,0.000,419,0.000,994,0.000,5717,0.0054,300000,0.000,0,0.000,0,0.000,0,0.000,0.204,759.04,154.94,0.087,20.00,0.000,600.00,1267.77,0.000,0.0,0.0,0.0,0.0,941,1.6085,8,mangrove_1,2,Cryptic
C:\LIFT\DATA\Chiara Oct 2022\8_data.csv,2022/10/23,14:42:22,1666496542123,894.00,0.0000,0.0000,NO DATA,'01000,25.00,0.00,0.00,0.00,0.00,0.00,2.087,325.941,419.266,93.325,0.2226,0.2863,135.13,0.2000,0.000,8.042,0.000,429,0.000,1054,0.000,5267,0.0136,300000,0.000,0,0.000,0,0.000,0,0.000,0.208,849.12,176.40,0.080,20.00,0.000,600.00,1414.15,0.000,0.0,0.0,0.0,0.0,655,1.7157,8,mangrove_1,2,Cryptic
C:\LIFT\DATA\Chiara Oct 2022\8_data.csv,2022/10/23,14:42:37,1666496556875,904.66,0.0000,0.0000,NO DATA,'01000,50.00,0.00,0.00,0.00,0.00,0.00,3.462,335.021,429.674,94.653,0.2203,0.2825,137.60,0.2000,0.000,5.843,0.000,413,0.000,968,0.000,3626,0.0087,300000,0.000,0,0.000,0,0.000,0,0.000,0.223,909.20,203.14,0.087,20.00,0.000,600.00,1908.05,0.000,0.0,0.0,0.0,0.0,621,1.7687,8,mangrove_1,2,Cryptic
C:\LIFT\DATA\Chiara Oct 2022\8_data.csv,2022/10/23,14:42:49,1666496569528,902.99,0.0000,0.0000,NO DATA,'01000,50.00,0.00,0.00,0.00,0.00,0.00,2.615,338.551,436.564,98.014,0.2245,0.2895,141.00,0.2000,0.000,6.791,0.000,403,0.000,936,0.000,3710,0.0122,300000,0.000,0,0.000,0,0.000,0,0.000,0.231,939.53,217.36,0.086,20.00,0.000,600.00,1574.11,0.000,0.0,0.0,0.0,0.0,546,1.7706,8,mangrove_1,2,Cryptic
C:\LIFT\DATA\Chiara Oct 2022\8_data.csv,2022/10/23,14:43:02,1666496582130,901.43,0.0000,0.0000,NO DATA,'01000,50.00,0.00,0.00,0.00,0.00,0.00,2.484,343.430,444.853,101.423,0.2280,0.2953,142.81,0.2000,0.000,5.826,0.000,410,0.000,918,0.000,2858,0.0133,300000,0.000,0,0.000,0,0.000,0,0.000,0.236,974.14,230.16,0.086,20.00,0.000,600.00,1551.91,0.000,0.0,0.0,0.0,0.0,491,1.8197,8,mangrove_1,2,Cryptic
C:\LIFT\DATA\Chiara Oct 2022\8_data.csv,2022/10/23,14:43:17,1666496596814,924.98,0.0000,0.0000,NO DATA,'01000,100.00,0.00,0.00,0.00,0.00,0.00,2.699,353.649,452.742,99.094,0.2189,0.2802,144.74,0.2000,0.000,4.366,0.000,407,0.000,766,0.000,1670,0.0213,300000,0.000,0,0.000,0,0.000,0,0.000,0.250,1141.76,285.46,0.079,20.00,0.000,600.00,1715.22,0.000,0.0,0.0,0.0,0.0,383,1.9227,8,mangrove_1,2,Cryptic
C:\LIFT\DATA\Chiara Oct 2022\8_data.csv,2022/10/23,14:43:29,1666496609440,923.67,0.0000,0.0000,NO DATA,'01000,100.00,0.00,0.00,0.00,0.00,0.00,2.543,356.629,460.833,104.204,0.2261,0.2922,146.64,0.2000,0.000,4.861,0.000,381,0.000,762,0.000,1912,0.0193,300000,0.000,0,0.000,0,0.000,0,0.000,0.261,1148.28,299.30,0.090,20.00,0.000,600.00,1702.31,0.000,0.0,0.0,0.0,0.0,393,1.9099,8,mangrove_1,2,Cryptic
C:\LIFT\DATA\Chiara Oct 2022\8_data.csv,2022/10/23,14:43:42,1666496622015,923.62,0.0000,0.0000,NO DATA,'01000,100.00,0.00,0.00,0.00,0.00,0.00,2.651,360.850,467.867,107.017,0.2287,0.2966,150.07,0.2000,0.000,4.504,0.000,379,0.000,661,0.000,1974,0.0195,300000,0.000,0,0.000,0,0.000,0,0.000,0.271,1110.03,300.32,0.085,20.00,0.000,600.00,1594.50,0.000,0.0,0.0,0.0,0.0,438,1.7838,8,mangrove_1,2,Cryptic
C:\LIFT\DATA\Chiara Oct 2022\8_data.csv,2022/10/23,14:43:56,1666496636732,945.09,0.0000,0.0000,NO DATA,'01000,150.00,0.00,0.00,0.00,0.00,0.00,3.397,368.998,476.602,107.604,0.2258,0.2916,148.76,0.2000,0.000,3.501,0.000,366,0.000,560,0.000,1459,0.0223,300000,0.000,0,0.000,0,0.000,0,0.000,0.284,1236.71,351.28,0.089,20.00,0.000,600.00,1886.14,0.000,0.0,0.0,0.0,0.0,417,1.8084,8,mangrove_1,2,Cryptic
C:\LIFT\DATA\Chiara Oct 2022\8_data.csv,2022/10/23,14:44:09,1666496649294,945.15,0.0000,0.0000,NO DATA,'01000,150.00,0.00,0.00,0.00,0.00,0.00,3.635,372.329,482.864,110.536,0.2289,0.2969,149.00,0.2000,0.000,3.753,0.000,365,0.000,565,0.000,1551,0.0218,300000,0.000,0,0.000,0,0.000,0,0.000,0.288,1238.80,357.01,0.087,20.00,0.000,600.00,1928.13,0.000,0.0,0.0,0.0,0.0,413,1.8158,8,mangrove_1,2,Cryptic
C:\LIFT\DATA\Chiara Oct 2022\8_data.csv,2022/10/23,14:44:22,1666496661895,945.59,0.0000,0.0000,NO DATA,'01000,150.00,0.00,0.00,0.00,0.00,0.00,3.893,376.682,491.805,115.123,0.2341,0.3056,150.78,0.2000,0.000,3.663,0.000,362,0.000,594,0.000,1552,0.0216,300000,0.000,0,0.000,0,0.000,0,0.000,0.298,1227.70,365.89,0.094,20.00,0.000,600.00,2000.91,0.000,0.0,0.0,0.0,0.0,424,1.8904,8,mangrove_1,2,Cryptic
C:\LIFT\DATA\Chiara Oct 2022\8_data.csv,2022/10/23,14:44:36,1666496676606,991.02,0.0000,0.0000,NO DATA,'01000,250.00,0.00,0.00,0.00,0.00,0.00,2.635,387.408,497.514,110.107,0.2213,0.2842,147.14,0.2000,0.000,3.749,0.000,361,0.000,517,0.000,1699,0.0240,300000,0.000,0,0.000,0,0.000,0,0.000,0.318,1318.33,419.78,0.091,20.00,0.000,600.00,1714.56,0.000,0.0,0.0,0.0,0.0,453,1.9337,8,mangrove_1,2,Cryptic
C:\LIFT\DATA\Chiara Oct 2022\8_data.csv,2022/10/23,14:44:49,1666496689208,990.39,0.0000,0.0000,NO DATA,'01000,250.00,0.00,0.00,0.00,0.00,0.00,2.842,387.956,501.348,113.392,0.2262,0.2923,147.72,0.2000,0.000,3.644,0.000,350,0.000,489,0.000,1475,0.0240,300000,0.000,0,0.000,0,0.000,0,0.000,0.321,1372.85,441.09,0.093,20.00,0.000,600.00,1754.39,0.000,0.0,0.0,0.0,0.0,405,1.8725,8,mangrove_1,2,Cryptic
C:\LIFT\DATA\Chiara Oct 2022\8_data.csv,2022/10/23,14:45:01,1666496701798,989.42,0.0000,0.0000,NO DATA,'01000,250.00,0.00,0.00,0.00,0.00,0.00,2.152,391.189,506.896,115.707,0.2283,0.2958,148.96,0.2000,0.000,3.483,0.000,356,0.000,467,0.000,1433,0.0246,300000,0.000,0,0.000,0,0.000,0,0.000,0.327,1361.30,445.17,0.089,20.00,0.000,600.00,1637.18,0.000,0.0,0.0,0.0,0.0,411,1.8648,8,mangrove_1,2,Cryptic
C:\LIFT\DATA\Chiara Oct 2022\8_data.csv,2022/10/23,14:45:16,1666496716508,1093.17,0.0000,0.0000,NO DATA,'01000,500.00,0.00,0.00,0.00,0.00,0.00,2.832,403.634,504.426,100.792,0.1998,0.2497,138.33,0.2000,0.000,3.423,0.000,369,0.000,450,0.000,1599,0.0306,300000,0.000,0,0.000,0,0.000,0,0.000,0.364,1471.80,535.93,0.090,20.00,0.000,600.00,1905.38,0.000,0.0,0.0,0.0,0.0,467,2.0000,8,mangrove_1,2,Cryptic
C:\LIFT\DATA\Chiara Oct 2022\8_data.csv,2022/10/23,14:45:29,1666496729120,1088.20,0.0000,0.0000,NO DATA,'01000,500.00,0.00,0.00,0.00,0.00,0.00,2.863,397.160,499.556,102.396,0.2050,0.2578,136.99,0.2000,0.000,3.480,0.000,360,0.000,435,0.000,1528,0.0280,300000,0.000,0,0.000,0,0.000,0,0.000,0.362,1548.11,560.17,0.088,20.00,0.000,600.00,1841.68,0.000,0.0,0.0,0.0,0.0,439,2.0000,8,mangrove_1,2,Cryptic
C:\LIFT\DATA\Chiara Oct 2022\8_data.csv,2022/10/23,14:45:41,1666496741745,1087.49,0.0000,0.0000,NO DATA,'01000,500.00,0.00,0.00,0.00,0.00,0.00,2.332,397.964,503.651,105.687,0.2098,0.2656,136.22,0.2000,0.000,3.238,0.000,354,0.000,420,0.000,1308,0.0291,300000,0.000,0,0.000,0,0.000,0,0.000,0.360,1623.66,584.88,0.090,20.00,0.000,600.00,1761.52,0.000,0.0,0.0,0.0,0.0,404,2.0000,8,mangrove_1,2,Cryptic
C:\LIFT\DATA\Chiara Oct 2022\8_data.csv,2022/10/23,14:45:56,1666496756461,1191.16,0.0000,0.0000,NO DATA,'01000,750.00,0.00,0.00,0.00,0.00,0.00,2.298,408.830,505.103,96.274,0.1906,0.2355,127.99,0.2000,0.000,3.017,0.000,354,0.000,385,0.000,1380,0.0337,300000,0.000,0,0.000,0,0.000,0,0.000,0.392,1713.05,671.83,0.092,20.00,0.000,600.00,1698.12,0.000,0.0,0.0,0.0,0.0,457,2.0000,8,mangrove_1,2,Cryptic
C:\LIFT\DATA\Chiara Oct 2022\8_data.csv,2022/10/23,14:46:09,1666496769056,1185.37,0.0000,0.0000,NO DATA,'01000,750.00,0.00,0.00,0.00,0.00,0.00,2.394,401.285,497.193,95.909,0.1929,0.2390,124.54,0.2000,0.000,2.841,0.000,352,0.000,355,0.000,1259,0.0320,300000,0.000,0,0.000,0,0.000,0,0.000,0.378,1825.63,689.48,0.091,20.00,0.000,600.00,1687.19,0.000,0.0,0.0,0.0,0.0,443,2.0000,8,mangrove_1,2,Cryptic
C:\LIFT\DATA\Chiara Oct 2022\8_data.csv,2022/10/23,14:46:21,1666496781684,1184.12,0.0000,0.0000,NO DATA,'01000,750.00,0.00,0.00,0.00,0.00,0.00,1.987,399.339,497.038,97.699,0.1966,0.2447,123.77,0.2000,0.000,2.990,0.000,351,0.000,354,0.000,1304,0.0317,300000,0.000,0,0.000,0,0.000,0,0.000,0.381,1850.03,704.52,0.093,20.00,0.000,600.00,1436.80,0.000,0.0,0.0,0.0,0.0,436,2.0000,8,mangrove_1,2,Cryptic
C:\LIFT\DATA\Chiara Oct 2022\8_data.csv,2022/10/23,14:46:36,1666496796392,1281.49,0.0000,0.0000,NO DATA,'01000,1000.00,0.00,0.00,0.00,0.00,0.00,3.160,406.776,497.795,91.018,0.1828,0.2238,116.53,0.2000,0.000,3.046,0.000,350,0.000,373,0.000,1421,0.0344,300000,0.000,0,0.000,0,0.000,0,0.000,0.413,1909.02,787.53,0.093,20.00,0.000,600.00,1869.53,0.000,0.0,0.0,0.0,0.0,467,2.0000,8,mangrove_1,2,Cryptic
C:\LIFT\DATA\Chiara Oct 2022\8_data.csv,2022/10/23,14:46:49,1666496808982,1274.95,0.0000,0.0000,NO DATA,'01000,1000.00,0.00,0.00,0.00,0.00,0.00,2.325,401.287,491.800,90.513,0.1840,0.2256,114.62,0.2000,0.000,2.981,0.000,346,0.000,347,0.000,1289,0.0355,300000,0.000,0,0.000,0,0.000,0,0.000,0.395,2041.07,805.48,0.092,20.00,0.000,600.00,1655.31,0.000,0.0,0.0,0.0,0.0,432,2.0000,8,mangrove_1,2,Cryptic
C:\LIFT\DATA\Chiara Oct 2022\8_data.csv,2022/10/23,14:47:01,1666496821585,1271.64,0.0000,0.0000,NO DATA,'01000,1000.00,0.00,0.00,0.00,0.00,0.00,2.268,400.060,490.948,90.887,0.1851,0.2272,112.92,0.2000,0.000,3.183,0.000,346,0.000,346,0.000,1240,0.0359,300000,0.000,0,0.000,0,0.000,0,0.000,0.382,2141.68,819.16,0.087,20.00,0.000,600.00,1578.85,0.000,0.0,0.0,0.0,0.0,390,2.0000,8,mangrove_1,2,Cryptic
C:\LIFT\DATA\Chiara Oct 2022\8_data.csv,2022/10/23,14:47:16,1666496836339,1368.87,0.0000,0.0000,NO DATA,'01000,1250.00,0.00,0.00,0.00,0.00,0.00,2.206,404.876,491.218,86.342,0.1758,0.2133,105.50,0.2000,0.000,2.882,0.000,344,0.000,344,0.000,1316,0.0365,300000,0.000,0,0.000,0,0.000,0,0.000,0.410,2202.99,903.36,0.095,20.00,0.000,600.00,1722.59,0.000,0.0,0.0,0.0,0.0,457,2.0000,8,mangrove_1,2,Cryptic
C:\LIFT\DATA\Chiara Oct 2022\8_data.csv,2022/10/23,14:47:29,1666496848921,1359.39,0.0000,0.0000,NO DATA,'01000,1250.00,0.00,0.00,0.00,0.00,0.00,3.419,397.970,479.564,81.594,0.1701,0.2050,105.19,0.2000,0.000,3.600,0.000,368,0.000,368,0.000,1827,0.0325,300000,0.000,0,0.000,0,0.000,0,0.000,0.422,2028.65,855.20,0.069,20.00,0.000,600.00,1987.12,0.000,0.0,0.0,0.0,0.0,508,2.0000,8,mangrove_1,2,Cryptic
C:\LIFT\DATA\Chiara Oct 2022\8_data.csv,2022/10/23,14:47:41,1666496861532,1355.75,0.0000,0.0000,NO DATA,'01000,1250.00,0.00,0.00,0.00,0.00,0.00,2.649,396.015,477.992,81.977,0.1715,0.2070,104.77,0.2000,0.000,3.673,0.000,369,0.000,369,0.000,1850,0.0314,300000,0.000,0,0.000,0,0.000,0,0.000,0.423,2040.24,862.52,0.067,20.00,0.000,600.00,1701.49,0.000,0.0,0.0,0.0,0.0,504,2.0000,8,mangrove_1,2,Cryptic
C:\LIFT\DATA\Chiara Oct 2022\8_data.csv,2022/10/23,14:47:56,1666496876295,863.73,0.0000,0.0000,NO DATA,'01000,0.00,0.00,0.00,0.00,0.00,0.00,4.253,349.660,510.134,160.475,0.3146,0.4589,114.82,0.2000,0.000,4.295,0.000,409,0.000,1187,0.000,39134,0.0098,300000,0.000,0,0.000,0,0.000,0,0.000,0.235,245.48,57.62,0.076,20.00,0.000,600.00,1784.98,0.000,0.0,0.0,0.0,0.0,9112,2.0000,8,mangrove_1,2,Cryptic
C:\LIFT\DATA\Chiara Oct 2022\9_data.csv,2022/10/23,14:52:11,1666497131296,701.15,0.0000,0.0000,NO DATA,'01000,0.00,0.00,0.00,0.00,0.00,0.00,20.694,502.813,962.401,459.589,0.4775,0.9140,134.38,0.2000,0.000,8.018,0.000,401,0.000,886,0.000,8902,0.0473,300000,0.000,0,0.000,0,0.000,0,0.000,0.410,700.89,287.02,0.202,20.00,0.000,600.00,2941.83,0.000,0.0,0.0,0.0,0.0,1110,1.5124,9,mangrove_1,3,Exposed
C:\LIFT\DATA\Chiara Oct 2022\9_data.csv,2022/10/23,14:52:26,1666497146155,706.09,0.0000,0.0000,NO DATA,'01000,10.00,0.00,0.00,0.00,0.00,0.00,8.719,541.078,928.068,386.991,0.4170,0.7152,147.38,0.2000,0.000,7.098,0.000,408,0.000,894,0.000,4382,0.0259,300000,0.000,0,0.000,0,0.000,0,0.000,0.406,749.94,304.10,0.182,20.00,0.000,600.00,2283.10,0.000,0.0,0.0,0.0,0.0,617,1.4222,9,mangrove_1,3,Exposed
C:\LIFT\DATA\Chiara Oct 2022\9_data.csv,2022/10/23,14:52:38,1666497158772,706.32,0.0000,0.0000,NO DATA,'01000,10.00,0.00,0.00,0.00,0.00,0.00,9.405,545.937,936.504,390.567,0.4170,0.7154,148.32,0.2000,0.000,6.767,0.000,402,0.000,890,0.000,4119,0.0249,300000,0.000,0,0.000,0,0.000,0,0.000,0.408,763.73,311.34,0.184,20.00,0.000,600.00,2303.59,0.000,0.0,0.0,0.0,0.0,609,1.4490,9,mangrove_1,3,Exposed
C:\LIFT\DATA\Chiara Oct 2022\9_data.csv,2022/10/23,14:52:51,1666497171421,706.63,0.0000,0.0000,NO DATA,'01000,10.00,0.00,0.00,0.00,0.00,0.00,11.741,549.103,938.910,389.807,0.4152,0.7099,150.02,0.2000,0.000,6.753,0.000,407,0.000,896,0.000,4181,0.0252,300000,0.000,0,0.000,0,0.000,0,0.000,0.410,758.92,311.52,0.177,20.00,0.000,600.00,2452.72,0.000,0.0,0.0,0.0,0.0,619,1.4826,9,mangrove_1,3,Exposed
C:\LIFT\DATA\Chiara Oct 2022\9_data.csv,2022/10/23,14:53:06,1666497186138,713.29,0.0000,0.0000,NO DATA,'01000,25.00,0.00,0.00,0.00,0.00,0.00,18.019,572.169,953.250,381.081,0.3998,0.6660,152.51,0.2000,0.000,6.695,0.000,424,0.000,951,0.000,3796,0.0158,300000,0.000,0,0.000,0,0.000,0,0.000,0.425,705.30,299.60,0.171,20.00,0.000,600.00,2910.55,0.000,0.0,0.0,0.0,0.0,567,1.4017,9,mangrove_1,3,Exposed
C:\LIFT\DATA\Chiara Oct 2022\9_data.csv,2022/10/23,14:53:19,1666497198838,715.40,0.0000,0.0000,NO DATA,'01000,25.00,0.00,0.00,0.00,0.00,0.00,9.201,573.290,955.779,382.489,0.4002,0.6672,153.84,0.2000,0.000,6.369,0.000,416,0.000,911,0.000,3664,0.0158,300000,0.000,0,0.000,0,0.000,0,0.000,0.428,720.85,308.28,0.172,20.00,0.000,600.00,2094.60,0.000,0.0,0.0,0.0,0.0,575,1.4190,9,mangrove_1,3,Exposed
C:\LIFT\DATA\Chiara Oct 2022\9_data.csv,2022/10/23,14:53:31,1666497211499,714.01,0.0000,0.0000,NO DATA,'01000,25.00,0.00,0.00,0.00,0.00,0.00,8.475,573.398,955.850,382.452,0.4001,0.6670,154.74,0.2000,0.000,6.321,0.000,414,0.000,920,0.000,3872,0.0145,300000,0.000,0,0.000,0,0.000,0,0.000,0.430,711.65,306.35,0.172,20.00,0.000,600.00,1966.65,0.000,0.0,0.0,0.0,0.0,613,1.4472,9,mangrove_1,3,Exposed
C:\LIFT\DATA\Chiara Oct 2022\9_data.csv,2022/10/23,14:53:46,1666497226226,726.98,0.0000,0.0000,NO DATA,'01000,50.00,0.00,0.00,0.00,0.00,0.00,10.740,588.824,959.899,371.075,0.3866,0.6302,155.73,0.2000,0.000,5.877,0.000,419,0.000,918,0.000,3517,0.0115,300000,0.000,0,0.000,0,0.000,0,0.000,0.453,715.47,324.25,0.170,20.00,0.000,600.00,2230.10,0.000,0.0,0.0,0.0,0.0,598,1.4618,9,mangrove_1,3,Exposed
C:\LIFT\DATA\Chiara Oct 2022\9_data.csv,2022/10/23,14:53:59,1666497238854,727.31,0.0000,0.0000,NO DATA,'01000,50.00,0.00,0.00,0.00,0.00,0.00,11.197,588.605,960.544,371.939,0.3872,0.6319,156.91,0.2000,0.000,5.855,0.000,419,0.000,934,0.000,3622,0.0106,300000,0.000,0,0.000,0,0.000,0,0.000,0.457,717.10,327.48,0.170,20.00,0.000,600.00,2304.40,0.000,0.0,0.0,0.0,0.0,619,1.5176,9,mangrove_1,3,Exposed
C:\LIFT\DATA\Chiara Oct 2022\9_data.csv,2022/10/23,14:54:11,1666497251454,728.54,0.0000,0.0000,NO DATA,'01000,50.00,0.00,0.00,0.00,0.00,0.00,11.802,590.908,965.358,374.450,0.3879,0.6337,157.00,0.2000,0.000,5.800,0.000,415,0.000,924,0.000,3744,0.0102,300000,0.000,0,0.000,0,0.000,0,0.000,0.458,716.39,327.93,0.168,20.00,0.000,600.00,2291.45,0.000,0.0,0.0,0.0,0.0,646,1.5278,9,mangrove_1,3,Exposed
C:\LIFT\DATA\Chiara Oct 2022\9_data.csv,2022/10/23,14:54:26,1666497266163,751.49,0.0000,0.0000,NO DATA,'01000,100.00,0.00,0.00,0.00,0.00,0.00,14.430,610.495,968.890,358.394,0.3699,0.5871,157.82,0.2000,0.000,5.434,0.000,431,0.000,926,0.000,3524,0.0110,300000,0.000,0,0.000,0,0.000,0,0.000,0.504,737.41,371.32,0.160,20.00,0.000,600.00,2482.74,0.000,0.0,0.0,0.0,0.0,649,1.6317,9,mangrove_1,3,Exposed
C:\LIFT\DATA\Chiara Oct 2022\9_data.csv,2022/10/23,14:54:38,1666497278751,749.99,0.0000,0.0000,NO DATA,'01000,100.00,0.00,0.00,0.00,0.00,0.00,14.695,610.826,974.641,363.815,0.3733,0.5956,158.26,0.2000,0.000,5.157,0.000,424,0.000,936,0.000,4052,0.0039,300000,0.000,0,0.000,0,0.000,0,0.000,0.518,695.94,360.30,0.165,20.00,0.000,600.00,2567.67,0.000,0.0,0.0,0.0,0.0,786,1.6446,9,mangrove_1,3,Exposed
C:\LIFT\DATA\Chiara Oct 2022\9_data.csv,2022/10/23,14:54:51,1666497291414,752.35,0.0000,0.0000,NO DATA,'01000,100.00,0.00,0.00,0.00,0.00,0.00,10.024,611.532,976.018,364.485,0.3734,0.5960,158.46,0.2000,0.000,5.217,0.000,426,0.000,932,0.000,3460,0.0096,300000,0.000,0,0.000,0,0.000,0,0.000,0.507,750.75,380.86,0.163,20.00,0.000,600.00,2126.31,0.000,0.0,0.0,0.0,0.0,663,1.6963,9,mangrove_1,3,Exposed
C:\LIFT\DATA\Chiara Oct 2022\9_data.csv,2022/10/23,14:55:06,1666497306126,773.43,0.0000,0.0000,NO DATA,'01000,150.00,0.00,0.00,0.00,0.00,0.00,16.806,613.760,961.392,347.632,0.3616,0.5664,157.66,0.2000,0.000,4.921,0.000,431,0.000,937,0.000,3798,0.0086,300000,0.000,0,0.000,0,0.000,0,0.000,0.558,743.55,414.87,0.161,20.00,0.000,600.00,2796.60,0.000,0.0,0.0,0.0,0.0,772,1.7886,9,mangrove_1,3,Exposed
C:\LIFT\DATA\Chiara Oct 2022\9_data.csv,2022/10/23,14:55:18,1666497318720,773.12,0.0000,0.0000,NO DATA,'01000,150.00,0.00,0.00,0.00,0.00,0.00,14.416,611.658,960.798,349.141,0.3634,0.5708,157.58,0.2000,0.000,4.644,0.000,421,0.000,878,0.000,3303,0.0105,300000,0.000,0,0.000,0,0.000,0,0.000,0.551,779.79,429.53,0.160,20.00,0.000,600.00,2648.83,0.000,0.0,0.0,0.0,0.0,711,1.7575,9,mangrove_1,3,Exposed
C:\LIFT\DATA\Chiara Oct 2022\9_data.csv,2022/10/23,14:55:31,1666497331332,770.72,0.0000,0.0000,NO DATA,'01000,150.00,0.00,0.00,0.00,0.00,0.00,14.283,615.028,966.671,351.643,0.3638,0.5718,157.82,0.2000,0.000,4.781,0.000,429,0.000,943,0.000,3995,0.0052,300000,0.000,0,0.000,0,0.000,0,0.000,0.567,723.87,410.71,0.158,20.00,0.000,600.00,2638.06,0.000,0.0,0.0,0.0,0.0,836,1.7937,9,mangrove_1,3,Exposed
C:\LIFT\DATA\Chiara Oct 2022\9_data.csv,2022/10/23,14:55:46,1666497346030,816.84,0.0000,0.0000,NO DATA,'01000,250.00,0.00,0.00,0.00,0.00,0.00,18.708,633.524,968.425,334.901,0.3458,0.5286,156.02,0.2000,0.000,4.262,0.000,427,0.000,886,0.000,3152,0.0166,300000,0.000,0,0.000,0,0.000,0,0.000,0.626,836.06,522.97,0.159,20.00,0.000,600.00,2994.61,0.000,0.0,0.0,0.0,0.0,739,1.9682,9,mangrove_1,3,Exposed
C:\LIFT\DATA\Chiara Oct 2022\9_data.csv,2022/10/23,14:55:58,1666497358652,816.44,0.0000,0.0000,NO DATA,'01000,250.00,0.00,0.00,0.00,0.00,0.00,10.945,630.996,967.758,336.762,0.3480,0.5337,156.28,0.2000,0.000,4.367,0.000,428,0.000,914,0.000,3291,0.0142,300000,0.000,0,0.000,0,0.000,0,0.000,0.634,824.48,522.88,0.157,20.00,0.000,600.00,2300.04,0.000,0.0,0.0,0.0,0.0,754,1.9873,9,mangrove_1,3,Exposed
C:\LIFT\DATA\Chiara Oct 2022\9_data.csv,2022/10/23,14:56:11,1666497371265,815.07,0.0000,0.0000,NO DATA,'01000,250.00,0.00,0.00,0.00,0.00,0.00,15.235,630.871,970.009,339.138,0.3496,0.5376,156.80,0.2000,0.000,4.328,0.000,425,0.000,890,0.000,3041,0.0159,300000,0.000,0,0.000,0,0.000,0,0.000,0.628,853.98,536.03,0.159,20.00,0.000,600.00,2789.05,0.000,0.0,0.0,0.0,0.0,703,1.9990,9,mangrove_1,3,Exposed
C:\LIFT\DATA\Chiara Oct 2022\9_data.csv,2022/10/23,14:56:26,1666497386027,914.94,0.0000,0.0000,NO DATA,'01000,500.00,0.00,0.00,0.00,0.00,0.00,8.169,664.850,970.285,305.435,0.3148,0.4594,151.02,0.2000,0.000,3.686,0.000,413,0.000,770,0.000,3259,0.0239,300000,0.000,0,0.000,0,0.000,0,0.000,0.812,874.59,710.57,0.159,20.00,0.000,600.00,2149.23,0.000,0.0,0.0,0.0,0.0,884,2.0000,9,mangrove_1,3,Exposed
C:\LIFT\DATA\Chiara Oct 2022\9_data.csv,2022/10/23,14:56:38,1666497398640,908.44,0.0000,0.0000,NO DATA,'01000,500.00,0.00,0.00,0.00,0.00,0.00,12.325,652.377,956.956,304.579,0.3183,0.4669,150.69,0.2000,0.000,3.776,0.000,414,0.000,779,0.000,3169,0.0205,300000,0.000,0,0.000,0,0.000,0,0.000,0.812,888.74,721.90,0.151,20.00,0.000,600.00,2593.35,0.000,0.0,0.0,0.0,0.0,839,2.0000,9,mangrove_1,3,Exposed
C:\LIFT\DATA\Chiara Oct 2022\9_data.csv,2022/10/23,14:56:51,1666497411256,904.65,0.0000,0.0000,NO DATA,'01000,500.00,0.00,0.00,0.00,0.00,0.00,11.228,644.990,953.231,308.242,0.3234,0.4779,149.08,0.2000,0.000,3.684,0.000,397,0.000,734,0.000,2730,0.0225,300000,0.000,0,0.000,0,0.000,0,0.000,0.775,973.55,754.85,0.160,20.00,0.000,600.00,2383.68,0.000,0.0,0.0,0.0,0.0,741,2.0000,9,mangrove_1,3,Exposed
C:\LIFT\DATA\Chiara Oct 2022\9_data.csv,2022/10/23,14:57:06,1666497426014,1000.13,0.0000,0.0000,NO DATA,'01000,750.00,0.00,0.00,0.00,0.00,0.00,11.259,664.530,946.400,281.870,0.2978,0.4242,144.70,0.2000,0.000,3.615,0.000,391,0.000,692,0.000,3142,0.0282,300000,0.000,0,0.000,0,0.000,0,0.000,0.938,970.42,910.16,0.162,20.00,0.000,600.00,2596.51,0.000,0.0,0.0,0.0,0.0,869,2.0000,9,mangrove_1,3,Exposed
C:\LIFT\DATA\Chiara Oct 2022\9_data.csv,2022/10/23,14:57:18,1666497438663,990.17,0.0000,0.0000,NO DATA,'01000,750.00,0.00,0.00,0.00,0.00,0.00,9.469,647.537,925.671,278.134,0.3005,0.4295,142.38,0.2000,0.000,3.462,0.000,387,0.000,634,0.000,2435,0.0307,300000,0.000,0,0.000,0,0.000,0,0.000,0.859,1102.56,947.46,0.161,20.00,0.000,600.00,2341.71,0.000,0.0,0.0,0.0,0.0,703,2.0000,9,mangrove_1,3,Exposed
